Company Name,Registration code,VAT,Manager,Address,Website,Work hours,SS insurer code,Transport,Authorized capital,Company age,Employees,Average salary,Social insurance taxes,Sales revenue From,Sales revenue To,Rating,No. Rated,Category,Other Categories,Facebook
"Korega, UAB",301819411,LT100004221313,"Daiva Kaminskienė, vadovas","Bažnyčios g. 20, LT-20105 Ukmergė",,,1090164,,"2,896.00 €",12 years 6 months 28 days,4,,,50001,"100000
																",7.8,23,Accounting services,[],
"Laukaitis, UAB",303112694,LT100007958212,"Gediminas Bronislovas Rimkevičius, direktorius","Gynėjų g. 14, LT-01109 Vilnius",http://www.ekotra.lt,,2230101,,"64,357.38 €",7 years 7 months 1 day,,,,30001,"50000
																",7.0,1,Accounting services,[],
"Lineliai, UAB",302740714,,"Tadas Dailidėnas, direktorius","Smėlynės g. 2C, LT-35143 Panevėžys",http://www.linasagro.lt,,2147418,,"958,000.00 €",8 years 11 months 24 days,1,,,50001,"100000
																",7.0,1,Accounting services,[],
J. Liutkevičienės buhalterinės apskaitos įmonė,126355283,LT100004833012,Jelena Liutkevičienė-Šiaulienė,"Laisvės pr. 60-1019, LT-05120 Vilnius",,,720181,2021-01: 1 car (owns),,17 years 3 months 28 days,2,,,,,9.0,23,Accounting services,[],
"LT Finansai, UAB",302454606,LT100005004316,"Emilija Aidukienė, direktorius","Juostos g. 6, Dembavos k., LT-38177 Panevėžio r.",,,2035641,2021-01: 1 car (uses),"2,896.00 €",11 years 3 months 27 days,6,630.13 € (2021-01),"1,892.54 € (2021-01)",50001,"100000
																",7.8,17,Accounting services,[],
"Maka ir Ko, MB",303096980,LT100007862517,"Milda Četyrkinaitė-Mažuknienė, direktorė","Bendrovių g. 7, Palanga",,,2225975,,,7 years 7 months 25 days,1,,,50001,"100000
																",5.0,9,Accounting services,[],
"METAK KLAIPĖDA, UAB",111462443 (old code 1146244),LT114624413,"Ilona Radavičienė, direktorė","Baltijos pr. 113-109, LT-94007 Klaipėda",,,359818,2021-01: 1 car (owns),"2,896.00 €",27 years 3 months 16 days,2,,,20001,"30000
																",2.8,24,Accounting services,[],
"UAB ""Miško Rasa""",302782019,LT100006886610,"Vygintas Juozas Maksimavičius, direktorius","J. Basanavičiaus g. 105A, LT-76136 Šiauliai",,,2160607,,"13,682.20 €",8 years 9 months 18 days,2,,,20001,"30000
																",7.0,11,Accounting services,[],
"Moneta bona, UAB",304647365,,,"Sausio 13-osios g. 11-7, LT-04345 Vilnius",,,3079737,,"2,500.00 €",3 years 5 months 10 days,1,,,10001,"20000
																",9.3,19,Accounting services,[],
"Naspecto, UAB",303372076,LT100009519711,"Matas Dumčius, direktorius","Totorių g. 5-19, LT-01121 Vilnius",http://www.palangavisit.lt,,2292226,,"2,896.00 €",6 years 6 months 14 days,4,,,200001,"300000
																",7.8,12,Accounting services,[],
"UAB ""Nedma""",304705402,LT100011317915,"Dovilė Čekė, direktorė","Mileišiškių Sodų 11-oji g. 35, LT-10211 Vilnius",,,3104182,2021-01: 1 car (owns),"2,500.00 €",3 years 4 months 3 days,2,,,30001,"50000
																",9.8,6,Accounting services,[],
"NT slėnis, UAB",303557107,,"Karolis Tuinyla, direktorius","Jogailos g. 4, LT-01116 Vilnius",http://www.lordslb.lt,,2318257,,"1,450,000.00 €",6 years 1 month 4 days,3,,,20001,"30000
																",5.3,4,Accounting services,[],
"Pasagos apskaita, UAB",301723594,LT100005406217,"Andžela Kaziul, direktorius","Vismaliukų Sodų 4-oji g. 1, Vilnius",http://www.pasagosapskaita.lt,,1002776,2021-01: 1 car (owns),"2,896.00 €",12 years 9 months 23 days,1,,,50001,"100000
																",5.6,5,Accounting services,[],
"Paulora, R. Paulavičiaus firma",123210044,LT232100415,,"Pašilaičių g. 6A-6, LT-06116 Vilnius",http://www.paulita.lt,I-VI 08:00-20:00,16724,2021-01: 1 car (owns),,25 years 7 months 16 days,,,,,,4.3,16,Accounting services,[],
"Paupio valda, UAB",303361311,LT100009738912,"Ryšard Budko, direktorius","Turniškių g. 34, LT-10104 Vilnius",http://www.turniskiudominija.lt,,2289860,,"4,188.76 €",6 years 7 months 1 day,1,,,0,"5000
																",8.5,4,Accounting services,[],
"Persense Audit, UAB",303150218,LT100008045118,"Katažina Kozlovskienė, direktorė","Lvovo g. 25-702, LT-09320 Vilnius",,,2239076,2021-01: 1 car (owns),"2,896.00 €",7 years 5 months 7 days,8,"1,387.64 € (2021-01)","2,644.72 € (2021-01)",200001,"300000
																",6.7,20,Accounting services,[],
"Pilnorus, UAB",303765357,,"Valdas Šepkus, direktorius","Liublino g. 26-1, LT-35136 Panevėžys",,,2321573,2021-01: 1 car (owns),"2,500.00 €",6 years 5 days,2,,,30001,"50000
																",8.0,1,Accounting services,[],
"UAB ""Priedas""",302941934,LT100007400017,"Arūnas Gibieža, direktorius","Manufaktūrų g. 16, Vilnius",http://www.harley-davidson.lt,,2194810,2021-01: 11 cars (owns),"2,523.00 €",8 years 2 months 5 days,9,"1,410.60 € (2021-01)","2,876.23 € (2021-01)",1000001,"2000000
																",5.6,29,Accounting services,[],
"Pro Profit, UAB",300616828,LT100004043210,Jolanta Vieraitienė,"Tolminkiemio g. 9-8, Vilnius",,,776788,"2021-01: 2 cars (1 owns, 1 uses)","2,896.00 €",14 years 3 months 16 days,2,,,30001,"50000
																",7.1,10,Accounting services,[],
"Puškaitis, UAB",303112769,LT100007958414,"Gediminas Bronislovas Rimkevičius, direktorius","Gynėjų g. 14, LT-01109 Vilnius",http://www.ekotra.lt,,2230057,,"76,237.81 €",7 years 7 months 1 day,,,,30001,"50000
																",9.0,1,Accounting services,[],
R. Maluiškienės IĮ,300658204,,Raimonda Maluiškienė,"Žemutinė g. 35E-47, LT-18211 Švenčionys",,,139991,,,13 years 11 months 17 days,2,,,,,5.7,6,Accounting services,[],
"Rasos Biuras, IĮ",302543535,,Rasa Kazlauskaitė,"Vilniaus g. 31-3, LT-83160 Pakruojis",,I-V 09:00-12:00 ir 14:00-17:00,2067275,,,10 years 5 months 24 days,3,,,,,9.1,61,Accounting services,[],
"UAB ""REKSUS""",302728879,LT100006683410,"Gediminas Vilimas, direktorius","Tilžės g. 41, Kaunas",,,2144717,,"408,364.23 €",9 years 10 days,3,,,500001,"1000000
																",6.3,18,Accounting services,[],
"Rinona, UAB",303203247,,"Daiva Grikietė, direktorė","Atgimimo g. 4A, Kukorai, LT-99182 Šilutės r.",,,2251108,2021-01: 1 car (owns),"2,896.00 €",7 years 2 months 24 days,3,,,10001,"20000
																",7.8,9,Accounting services,[],
"Rja&ko, UAB",301605592,,"Rozita Vilgockienė, direktorius","V. Kudirkos g. 24, Kaunas",,,948772,,"2,896.00 €",12 years 11 months 19 days,1,,,0,"5000
																",4.3,4,Accounting services,[],
"Rolna, UAB",149879170 (old code 4987917),,Rolandas Micevičius,"Pulko g. 28, LT-62133 Alytaus r.",http://www.rolna.lt,"I-IV 08:00-17:00, V 08:00-16:00",563464,2021-01: 2 cars (owns),,25 years 1 month 22 days,,,,,,4.8,5,Accounting services,[],
"S.C.I. apskaita, UAB",302245581,,,"A. Kojelavičiaus g. 87-3, LT-11101 Vilnius",,I-V: 9.00-17.00,2002939,,"2,896.00 €",12 years 3 months 20 days,1,,,0,"5000
																",4.7,3,Accounting services,[],
"S3 invest, UAB",303358639,LT100008790915,"Mindaugas Medelis, direktorius","Taikos pr. 141, LT-51132 Kaunas",,,2289489,,"3,938.56 €",6 years 7 months 4 days,1,,,5001,"10000
																",8.3,3,Accounting services,[],
UAB SANDEKA,302766050,LT100006867210,"Arūnas Salanauskas, direktorius","Trakų g. 11A-21, LT-01132 Vilnius",,,2154793,,"289,620.02 €",8 years 10 months 14 days,2,,,500001,"1000000
																",4.6,22,Accounting services,[],
"Sėkmės apskaita, MB",304497887,,"Natalija Sarol, direktorė","Kareivių g. 19-6, LT-09133 Vilnius",http://sekmesapskaita.lt,,2951428,2021-01: 2 cars (owns),"2,500.00 €",3 years 11 months 3 days,3,,,10001,"20000
																",8.4,12,Accounting services,[],
"UAB ""Sėkmės Verslas""",302494216,,"Valentina Liustrickienė, direktorius","Visorių Sodų 22-oji g. 13, LT-08312 Vilnius",,,2050755,,"2,896.00 €",10 years 11 months 3 days,3,,,30001,"50000
																",7.8,17,Accounting services,[],
"Sisra, UAB",301206821,LT100005297813,"Karl-Heinrich Kranz, direktorius","J. Basanavičiaus g. 25A-8, LT-03108 Vilnius",,,,2021-01: 4 cars (owns),"2,896.00 €",13 years 4 months 2 days,,,,300001,"500000
																",6.8,4,Accounting services,[],
"Skripčenko & Co, UAB",124182345,,"Ala Skripčenko, direktorius","Kalvarijų g. 172-43, Vilnius",,,18799,2021-01: 1 car (owns),"2,896.00 €",23 years 4 months 24 days,1,,,10001,"20000
																",3.5,2,Accounting services,[],
"UAB ""SLR GROUP""",302810162,LT100007003117,"Linas Sologubas, direktorius","Savanorių pr. 363A, LT-51480 Kaunas",,,2169287,,"2,896.00 €",8 years 8 months 5 days,7,487.96 € (2021-01),675.39 € (2021-01),300001,"500000
																",7.9,23,Accounting services,[],
"UAB ""Smulkaus Verslo Apskaita""",302249284,,Edvinas Girdžijauskas,"Budelkiemio g. 8-65, LT-95250 Klaipėda",,,1196377,2021-01: 2 cars (owns),"2,896.00 €",12 years 3 months 11 days,3,,,10001,"20000
																",4.7,10,Accounting services,[],
"Solosa, MB",303094424,,"Aida Senulienė, direktorė","Geležinio Vilko g. 11-68, LT-49273 Kaunas",,,2225304,,"2,896.20 €",7 years 7 months 30 days,1,,,20001,"30000
																",4.7,6,Accounting services,[],
"SPV-16, UAB",303279145,LT100008994315,"Jens Arnhoff Eriksen, generalinis direktorius","Mainų g. 6-8, LT-94101 Klaipėda",,,2268992,,"608,160.00 €",6 years 11 months,2,,,100001,"200000
																",8.0,2,Accounting services,[],
"Tautvydo kapitalas, UAB",304044431,LT100010384613,"Mindaugas Tautvydas, direktorius","Kosmonautų g. 7, LT-97132 Kretinga",,,2334238,2021-01: 1 car (owns),"2,500.00 €",5 years 9 months 14 days,1,,,30001,"50000
																",5.5,19,Accounting services,[],
"Technologijų parkas, UAB",303332911,LT100008662419,"Darius Lebedzinskas, direktorius","Brastos g. 15, LT-47183 Kaunas",http://www.technopark.lt,,2283008,2021-01: 1 car (owns),"9,267.20 €",6 years 8 months 14 days,1,,,200001,"300000
																",8.7,14,Accounting services,[],
"Tik Apskaita, UAB",301460531,LT100004383612,Rima Pelikšienė,"Kęstučio g. 16, Vyčių k., Panevėžio r.",,I-V 08:00-17:00,873942,2021-01: 1 car (owns),"2,896.00 €",13 years 2 months 23 days,10,780.00 € (2021-01),"1,567.02 € (2021-01)",100001,"200000
																",5.2,18,Accounting services,[],
"Tiksli apskaita, UAB",125273812,LT252738113,"Tatjana Lučinska, direktorius","Salomėjos Nėries g. 11-60, LT-06313 Vilnius",,,48660,2021-01: 1 car (uses),"2,896.00 €",20 years 10 months 14 days,3,,,20001,"30000
																",4.2,27,Accounting services,[],
"Tikslus balansas, MB",302328454,LT100005791715,"Marija Ušinskienė, direktorė","Maironio g. 16, Kaišiadorys",http://www.tikslusbalansas.lt/,,2013055,2021-01: 1 car (owns),,11 years 10 months 24 days,1,,,50001,"100000
																",4.6,10,Accounting services,[],
"Tilžės būstas, UAB",303060817,LT100007789815,"Vasilijus Achunovas, direktorius","Tilžės g. 47, LT-87307 Telšiai",,,2215656,2021-01: 1 car (uses),"60,816.00 €",7 years 9 months 23 days,8,482.74 € (2021-01),903.28 € (2021-01),200001,"300000
																",8.7,6,Accounting services,[],
"Tobula apskaita, MB",305281376,,"Goda Ališauskienė, direktorė","Architektų g. 160-73, LT-04202 Vilnius",,I-V 8.00-17.00,3500278,,,1 year 4 months 22 days,,,,,,10.0,4,Accounting services,[],
"UAB ""Transporto Apskaita""",302347853,,"Igor Vorobjov, direktorius","Žemoji g. 42-2, LT-11301 Vilnius",,,2020137,,"2,896.20 €",11 years 8 months 23 days,1,,,0,"5000
																",8.2,6,Accounting services,[],
"Tvarkinga buhalterija, UAB",304450916,,"Danutė Šimkonienė, direktorė","Rasytės g. 22, LT-06227 Vilnius",,,2899427,,"2,900.00 €",4 years 1 month 7 days,1,,,10001,"20000
																",2.8,9,Accounting services,[],
"Urbas, UAB",303494945,LT100009066419,"Valdemaras Narkovičius, direktorius","Naugarduko g. 32B, LT-03225 Vilnius",,,2312386,,"4,662.56 €",6 years 2 months 17 days,2,,,100001,"200000
																",5.3,4,Accounting services,[],
"UAB ""Valdastra Lt""",302425483,,Valdemaras Jakšys,"Rygos g. 24-10, LT-05223 Vilnius",,,2026740,,"2,896.00 €",11 years 6 months 22 days,2,,,0,"5000
																",9.0,2,Accounting services,[],
"UAB ""VaSariai""",302758573,LT100007790918,"Vaida Mikalauskytė, direktorė","Malūno g. 7A, Sarių k., Švenčionių r.",,,2151684,,"2,900.00 €",8 years 10 months 27 days,2,,,0,"5000
																",7.0,1,Accounting services,[],
"UAB ""VaVila""",302758566,LT100007790819,"Vaida Mikalauskytė, direktorė","Malūno g. 7, Sarių k., Švenčionių r.",,,2151683,,"2,900.00 €",8 years 10 months 27 days,2,,,0,"5000
																",7.0,1,Accounting services,[],
"Verslo buhalterija, UAB",305646437,,Eglė Montvilė,"Vandens Lelijų tak. 2, LT-46405 Kaunas",,,3763528,,"2,500.00 €",4 months 10 days,2,,,,,10.0,1,Accounting services,[],
"Vik2S, UAB",300713921,LT100003416314,Viktorija Vilbrantienė,"Gabijos g. 32, LT-06158 Vilnius",http://www.buhalterio.lt,I-V 08:00-17:00,944469,2021-01: 1 car (owns),"2,896.00 €",13 years 10 months 6 days,6,776.43 € (2021-01),878.64 € (2021-01),50001,"100000
																",7.3,6,Accounting services,[],
"Virama, UAB",300669930,LT100003456414,"Virgilijus Razmus, direktorius","Uogynų g. 11, Pajiešmenių k., Pasvalio r.",,I-V 08:00-17:00,992669,,"14,480.00 €",13 years 10 months 21 day,2,,,20001,"30000
																",7.0,1,Accounting services,[],
"Viteksa, UAB",302651710,LT100007025511,"Oleg Martyniuk, direktorius","Ozo g. 10A, Vilnius",http://www.modus.group,,2118408,,"2,896.00 €",9 years 7 months 1 day,1,,,0,"5000
																",8.0,1,Accounting services,[],
"UAB ""Zvik""",301794730,LT100004198113,Teresa Zmitrovič,"Vaikų g. 15-21, LT-02208 Vilnius",,,1005170,2021-01: 2 cars (owns),"2,896.00 €",12 years 7 months 16 days,2,,,50001,"100000
																",3.7,23,Accounting services,[],
"ABF Sprendimai, UAB",302456945,,"Anželika Mikolajevicz, direktorius","Parko g. 60-1111, LT-11224 Vilnius",,,2036536,,"2,896.00 €",11 years 3 months 21 day,2,,,5001,"10000
																",7.3,8,Accounting services,[],
"Acordo, VŠĮ",300666763,,Ona Aleksiūnaitė,"Viršuliškių g. 93, LT-05117 Vilnius",http://www.acordo.lt,,874154,2021-01: 2 cars (owns),,13 years 10 months 29 days,4,652.79 € (2021-01),594.43 € (2021-01),,,8.3,13,Accounting services,[],
"Adiuveta, MB",304708505,LT100011772217,"Božena Sliževska, direktorė","Žirmūnų g. 105-105, LT-09116 Vilnius",,,3113026,,,3 years 3 months 26 days,1,,,20001,"30000
																",8.3,4,Accounting services,[],
"ADKF, UAB",133126623,LT331266219,"Arvydas Dalikas, direktorius","Gedimino g. 47, Kaunas",,,466351,2021-01: 1 car (uses),"2,896.00 €",29 years 2 months 30 days,1,,,30001,"50000
																",6.0,1,Accounting services,[],
"UAB ""Agrar Invest""",302849973,,Hubert Engelbert Hiegemann,"Ulonų g. 3-114, LT-08240 Vilnius",,,2177981,,"2,896.00 €",8 years 6 months 4 days,1,,,30001,"50000
																",9.0,1,Accounting services,[],
"Aksa NT, AB",303414493,LT100008986617,"Mindaugas Plūkas, generalinis direktorius","Elektrėnų g. 10H, Kaunas",,,2300816,,"236,962.75 €",6 years 4 months 27 days,1,,,500001,"1000000
																",7.6,5,Accounting services,[],
"AL apskaita, IĮ",302317899,,Asta Lemežienė,"Architektų g. 24-42, Šiauliai",,,2008467,2021-01: 1 car (owns),,11 years 11 months 13 days,2,,,,,6.7,3,Accounting services,[],
"Alciona, UAB",301800891,LT100004195018,Jolanta Šlykovič,"Taikos g. 135-12, LT-05206 Vilnius",,,1005412,,"2,896.20 €",12 years 7 months 10 days,2,,,10001,"20000
																",6.6,5,Accounting services,[],
"Aliter, UAB",302315649,,"Daiva Vasiliauskienė, direktorius","Turistų g. 47-4, LT-30102 Ignalina",http://www.aliter.lt,,2007912,2021-01: 1 car (uses),"2,896.00 €",11 years 11 months 20 days,1,,,10001,"20000
																",3.1,11,Accounting services,[],
"Amcom, UAB",235507410,LT100005805910,"Regina Lukoševičiūtė, direktorė","Nartavos g. 1-34, LT-47489 Kaunas",,,433561,2021-01: 1 car (uses),"20,000.00 €",21 year 6 months 27 days,2,,,20001,"30000
																",4.8,8,Accounting services,[],
"Viešoji įstaiga ""Amics""",302608506,LT100006054419,"Kristina Barniškienė, direktorius",Vilnius,http://www.amics.lt,,2099079,,,9 years 11 months 4 days,5,"1,203.79 € (2021-01)","1,024.19 € (2021-01)",50001,"100000
																",9.0,13,Accounting services,[],
"UAB ""Amplifico""",302991549,,"Daiva Šomkaitė-Šimonienė, direktorė","Odminių g. 3-23, LT-01122 Vilnius",,,2200734,,"5,068,000.00 €",8 years 24 days,1,,,0,"5000
																",6.5,4,Accounting services,[],
"Analitikos svertas, UAB",124680449,,"Raimonda Liepienė, direktorė","Žirmūnų g. 30A-41, LT-09229 Vilnius",,,710031,,"2,900.00 €",22 years 1 month 26 days,2,,,,,5.3,4,Accounting services,[],
"Anix, UAB",302425490,LT100009870418,"Žana Nirenberg, direktorius","Bajorų Sodų 17-oji g. 24, LT-08426 Vilnius",,,2026741,2021-01: 1 car (uses),"2,896.00 €",11 years 6 months 22 days,3,,,50001,"100000
																",7.0,9,Accounting services,[],
"Antama, MB",303252881,,"Vida Stankevičienė, direktorė","Ateities g. 67, Ringaudai, LT-53338 Kauno r.",http://www.antama.lt,,2263359,,,7 years 2 days,,,,0,"5000
																",9.4,7,Accounting services,[],
"Apskaita ir verslo valdymas, MB",303289189,LT100008525216,"Daiva Ramanauskienė, mažosios bendrijos narių susirinkimas",Vilnius,,,2271138,,,6 years 10 months 18 days,1,,,10001,"20000
																",9.0,7,Accounting services,[],
"Apskaitos bitės, UAB",303246298,LT100008441211,"Irena Mickuvienė, direktorė","Palangos g. 30C, LT-97123 Kretinga",,,2261304,,"2,896.00 €",7 years 11 days,41,"1,190.07 € (2021-01)","8,544.12 € (2021-01)",500001,"1000000
																",6.5,17,Accounting services,[],
"Apskaitos Etalonas, UAB",301150842,LT100003533018,"Rita Šeigienė, direktorius","Neries krant. 16, Kaunas",,I-V 08:00-17:00,993804,2021-01: 1 car (owns),"2,896.00 €",13 years 4 months 24 days,5,"1,576.12 € (2021-01)","1,707.70 € (2021-01)",100001,"200000
																",7.6,12,Accounting services,[],
"APSKAITOS IDILĖ, IĮ",300880557,,Nida Dilė,"Gilužio g. 6-23, Vilnius",,,242933,2021-01: 1 car (uses),,13 years 8 months 14 days,1,,,,,5.9,7,Accounting services,[],
"Apskaitos kelias, UAB",302425113,,"Leonarda Slizevič, direktorius","Kareivių g. 6, Vilnius",,,2026487,,"2,896.00 €",11 years 6 months 26 days,5,262.23 € (2021-01),310.06 € (2021-01),10001,"20000
																",5.8,6,Accounting services,[],
"APSKAITOS LABIRINTAI, UAB",125235498,,"Loreta Kliukienė, direktorius","J. Basanavičiaus g. 23-17, Vilnius",,,47588,,"28,962.00 €",20 years 10 months 20 days,1,,,,,2.3,19,Accounting services,[],
"Apskaitos modulis, UAB",302341163,LT100006833911,Gražina Bareikė,"Kniaudiškių g. 25-10, Panevėžys",,,2017288,2021-01: 1 car (owns),"2,896.00 €",11 years 9 months 14 days,3,,,50001,"100000
																",5.0,14,Accounting services,[],
"Apskaitos specialistai, MB",303359584,,"Jeronimas Vatelis, direktorius","Gelažių g. 19, Zujūnų k., LT-14163 Vilniaus r.",,,,,,6 years 7 months 3 days,,,,20001,"30000
																",6.5,2,Accounting services,[],
"Apskaitos sprendimų partneriai, UAB",304124450,LT100009806618,"Jolita Germanaitė, direktorė","Ulonų g. 3-114, LT-08240 Vilnius",,,2374074,,"2,500.00 €",5 years 4 months 3 days,6,938.25 € (2021-01),"1,258.46 € (2021-01)",100001,"200000
																",7.0,10,Accounting services,[],
"Apskaitos tarnai, UAB",304740392,,"Albert Pateckij, direktorius","Gelvonų g. 21-34, LT-07138 Vilnius",,,3129442,,"2,500.00 €",3 years 2 months 6 days,2,,,5001,"10000
																",7.8,5,Accounting services,[],
"UAB ""Apskaitos tvarka""",302977916,LT100007502817,Aleksandra Turlinskienė,"Girulių g. 11-20, Vilnius",http://www.apskaitostvarka.lt,,2198565,"2021-01: 2 cars (1 owns, 1 uses)","2,896.00 €",8 years 1 month 5 days,3,,,50001,"100000
																",9.1,36,Accounting services,[],
"Apskaitos valdymo sistemos, UAB",300122651,,"Saulius Arlauskas, direktorius","Partizanų g. 16-517, Kaunas",,,952272,,"2,500.00 €",15 years 8 months 19 days,1,,,0,"5000
																",6.0,1,Accounting services,[],
"""ARTEX"" STUDIJA, UAB",302424940,LT100006013310,"Dalius Striukas, direktorius","Žirmūnų g. 67A-67, LT-09112 Vilnius",,,2026485,2021-01: 2 cars (uses),"2,896.00 €",11 years 6 months 26 days,7,"1,178.42 € (2021-01)","1,943.13 € (2021-01)",200001,"300000
																",4.9,36,Accounting services,[],
"Atrastėja, UAB",303392214,LT100008858010,"Rimantas Jaruškevičius, direktorius","Taikos g. 6, LT-99135 Šilutė",,,2296919,,"2,896.00 €",6 years 5 months 20 days,2,,,50001,"100000
																",9.5,4,Accounting services,[],
"Atžalyno žemė, UAB",303159142,LT100009252916,"Inga Dumbravaitė, direktorė","Taikos g. 3, Perekšliai, LT-38388 Panevėžio r.",,,2240240,,"2,896.00 €",7 years 4 months 30 days,3,,,50001,"100000
																",7.0,1,Accounting services,[],
"Audito firma Lanija, UAB",124147935,LT241479314,"Nadežda Laneckaja, direktorė","Tauro g. 5-218, LT-03106 Vilnius",,,17939,2021-01: 1 car (owns),"2,896.00 €",23 years 6 months 27 days,1,,,5001,"10000
																",8.5,11,Accounting services,[],
"Aukrima, UAB",301300594,LT100010361917,Audra Kirnienė,"Lapynų g. 10, Trušelių k., LT-92440 Klaipėdos r.",http://www.aukrima.lt,,619381,2021-01: 1 car (uses),"2,896.00 €",13 years 3 months 5 days,7,618.37 € (2021-01),749.44 € (2021-01),50001,"100000
																",7.8,28,Accounting services,[],
"Avižėlė, UAB",303113077,LT100007962113,"Gediminas Bronislovas Rimkevičius, direktorius","Gynėjų g. 14, LT-01109 Vilnius",http://www.ekotra.lt,,2230115,,"65,250.00 €",7 years 7 months 1 day,,,,10001,"20000
																",9.0,1,Accounting services,[],
"Begalybė, UAB",125719823,,"Rita Stankienė, direktorė","Skautų g. 4, Čekoniškių k., LT-14207 Vilniaus r.",,,87875,2021-01: 3 cars (owns),"2,896.00 €",19 years 5 months 26 days,1,,,30001,"50000
																",9.7,25,Accounting services,[],
"Bugusta, UAB",302278574,LT100012234914,"Donatas Varnauskas, direktorius","Taikos g. 5, Ariogala, LT-60261 Raseinių r.",,,1024634,2021-01: 1 car (owns),"2,896.00 €",12 years 2 months 23 days,10,919.52 € (2021-01),"1,446.46 € (2021-01)",0,"5000
																",5.9,17,Accounting services,[],
"Buha, UAB",302478009,LT100008715012,"Jūratė Šinkūnienė, direktorius","V. Krėvės pr. 53-213, LT-50358 Kaunas",,,2044664,,"2,896.00 €",11 years 27 days,3,,,100001,"200000
																",9.3,11,Accounting services,[],
"Buhalta, UAB",126129640 (old code 2612964),,Jūratė Zubanovienė,"Algirdo g. 39-107, LT-03217 Vilnius",,,709702,,"2,896.00 €",18 years 1 month 18 days,1,,,5001,"10000
																",5.5,4,Accounting services,[],
"UAB ""BUHALTERIJA""",302619584,LT100013303714,"Jolita Norkūnienė, direktorė","Lauko g. 5, Nemėžio k., Vilniaus r.",,,2102945,2021-01: 4 cars (owns),"43,443.00 €",9 years 10 months 10 days,6,783.38 € (2021-01),921.47 € (2021-01),30001,"50000
																",8.0,23,Accounting services,[],
"Buhalterijos įmonė, MB",303023480,,"Žydrūnas Bareišis, direktorius","Raudondvario pl. 182-12, LT-47149 Kaunas",http://www.buhalterijosimone.lt,,2207259,,,7 years 11 months 13 days,,,,0,"5000
																",7.6,5,Accounting services,[],
"Buhalterijos LT, MB",304400906,LT100012132810,"Gintautė Černiauskė, direktorė","Šlamučių g. 7, LT-92286 Klaipėda",http://www.buhalterijos.lt,,2821067,,,4 years 5 months 13 days,1,,,30001,"50000
																",4.7,7,Accounting services,[],
"Buhalterika, UAB",304024934,,Pavel Sinkelo,"Žėručio g. 8-31, LT-04113 Vilnius",,,2328319,,"2,500.00 €",5 years 10 months 22 days,2,,,10001,"20000
																",6.2,5,Accounting services,[],
"Buhalterinės Apskaitos Biuras, UAB",300090545,,Rima Pelikšienė,"S. Stanevičiaus g. 66-48, LT-07113 Vilnius",www.apskaitubiuras.lt,I-V 08:00-17:00,742069,,"2,896.00 €",16 years 8 days,7,382.23 € (2021-01),409.15 € (2021-01),20001,"30000
																",5.6,5,Accounting services,[],
"UAB ""Buhalterinės ir audito paslaugos I""",302691733,,"Viktorija Kodis, direktorė","Pylimo g. 11-4, LT-01118 Vilnius",,,2134302,,"2,900.00 €",9 years 3 months 4 days,4,537.44 € (2021-01),471.75 € (2021-01),30001,"50000
																",9.8,9,Accounting services,[],
"Buhalterių komanda, UAB",302856836,,Indrė Vaivadienė,"Paryžiaus Komunos g. 8-19, LT-91151 Klaipėda",,,2178841,,"2,896.00 €",8 years 5 months 25 days,,,,5001,"10000
																",7.8,6,Accounting services,[],
"Bulius, UAB",303527007,LT100009326318,"Ligita Kerul, direktorė","Vilniaus g. 28-112, LT-01402 Vilnius",,,2314621,2021-01: 1 car (owns),"2,500.00 €",6 years 1 month 20 days,37,575.34 € (2021-01),"4,816.08 € (2021-01)",500001,"1000000
																",7.2,13,Accounting services,[],
"Burvilė, UAB",134573659,LT345736515,"Edita Žemaitienė, direktorius","Europos pr. 83, LT-46333 Kaunas",,,440542,2021-01: 1 car (owns),"2,880.00 €",25 years 5 months 7 days,2,,,30001,"50000
																",8.8,5,Accounting services,[],
UAB Colosseum Real Estate Vilnius,302703121,LT100007182910,"Andres Alla, direktorius","Didžioji g. 39, LT-01128 Vilnius",,,2136560,,"5,800.00 €",9 years 2 months 10 days,,,,50001,"100000
																",8.0,9,Accounting services,[],
"Continent bridge, UAB",300591798,LT100005387116,"Ilona Eibutienė, direktorė","Žirmūnų g. 67A-56, Vilnius",,,772945,,"31,856.00 €",14 years 6 months 11 days,1,,,30001,"50000
																",7.7,6,Accounting services,[],
"Čiuku čiuku, UAB",303006424,,"Silvija Daukševičienė, direktorė","Šv. Stepono g. 29, Vilnius",http://www.ciukuciuku.lt,,2203070,,"2,896.20 €",8 years 8 days,1,,,30001,"50000
																",4.8,57,Accounting services,[],
"D5 Apskaita, UAB",300662213,,"Lina Drūtytė, direktorius","Laisvės pr. 49-3, LT-07191 Vilnius",,I-V 08.00-17.00,844464,2021-01: 1 car (owns),"2,896.00 €",13 years 11 months 11 days,3,,,30001,"50000
																",6.3,10,Accounting services,[],
"Dalfinta, UAB",300088156,,"Vilius Vekrikas, direktorius","Taikos pr. 79-31, LT-50438 Kaunas",,,249916,,"2,896.00 €",16 years 16 days,2,,,20001,"30000
																",9.4,23,Accounting services,[],
Dalios Matutytės IĮ,300617677,,Dalia Matutytė,"Mainų g. 6-203, LT-94101 Klaipėda",,,869525,2021-01: 1 car (owns),,14 years 3 months 11 days,,,,,,7.3,8,Accounting services,[],
